0,1
3988503,2
11811863,3
3957823,4
14423103,5
16384013,6
15386,7
4930586,8
9845786,9
16399385,10
1644860,11
1316020,12
6558940,13
3947660,14
9231540,15
11822220,16
9180340,17
657943,18
9211105,19
11812020,20
3988500,21
9180220,22
9221340,23
1336385,24
1326300,25
14433300,26
3957860,27
14464220,28
9221140,29
11832380,30
9180185,31
6568980,32
1367100,33
14433340,34
14433500,35
3988545,36
1346585,37
6610140,38
3947700,39
14423101,40
3937341,41
6569021,42
1644825,43
3937420,44
1357020,45
11842623,46
660701,47
6558941,48
9190621,49
14423261,50
14474301,51
13158500,52
13158410,53
1367261,54
6558861,55
6609981,56
1326221,57
14423183,58
14433381,59
9180181,60
11801661,61
1346781,62
14443661,63
1336541,64
1362101,65
1315941,66
11822181,67
1367221,68
13143061,69
15733781,70
13112341,71
3937301,72
3947621,73
11842581,74
3988703,75
3947741,76
0,77
3988503,78
11811863,79
3957823,80
14423103,81
16384013,82
15386,83
4930586,84
9845786,85
16399385,86
1644860,87
1316020,88
6558940,89
3947660,90
9231540,91
11822220,92
9180340,93
657943,94
9211105,95
11812020,96
3988500,97
9180220,98
9221340,99
1336385,100
1326300,101
14433300,102
3957860,103
14464220,104
9221140,105
11832380,106
9180185,107
6568980,108
1367100,109
14433340,110
14433500,111
3988545,112
1346585,113
6610140,114
3947700,115
14423101,116
3937341,117
6569021,118
1644825,119
3937420,120
1357020,121
11842623,122
660701,123
6558941,124
9190621,125
14423261,126
14474301,127
13158500,128
13158410,129
1367261,130
6558861,131
6609981,132
1326221,133
14423183,134
14433381,135
9180181,136
11801661,137
1346781,138
14443661,139
1336541,140
1362101,141
1315941,142
11822181,143
1367221,144
13143061,145
15733781,146
13112341,147
3937301,148
3947621,149
11842581,150
3988703,151
3947741,152
